0: y0-s6, y2-s6, y4-s6, y6-s6, y8-s6, g0-s7, g2-s7, g1-s0, y1-s5, g4-s7, g3-s0, y3-s5, g6-s7, g5-s0, y5-s5, g8-s7, g7-s0, y7-s5, g9-s0, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
9086: b1-s5, y9-s2->s1, y4-s2->s4, y2-s4->s6, b8-s5->s3, b9-s0, g6-s1, g5-s2, y6-s1, b3-s1, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, g7-s1->s2, y0-s4->s2, 
9087: y2-s4->s6, y9-s2->s1, g5-s2, b9-s0, y4-s2->s4, b8-s3, g7-s1->s2, b1-s5, y0-s4->s2, g6-s1, y6-s1, b3-s1, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, 
9088: y4-s2->s4, b8-s3->s1, y0-s4->s2, y2-s4->s6, g7-s1->s2, b1-s5, g6-s1, y6-s1, b3-s1, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s0, g5-s2->s1, 
9089: y2-s4->s6, y0-s2, b9-s0->s1, b1-s5, g6-s1->s0, g7-s1->s2, g5-s2->s1, y4-s2->s4, b8-s3->s1, y6-s1, b3-s1, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, 
9090: g5-s2->s1, b1-s5->s3, y0-s2, y4-s4, b8-s3->s1, y2-s4->s6, y6-s1, b9-s0->s1, g6-s1->s0, g7-s1->s2, b3-s1, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, 
9091: y4-s4, b9-s0->s1, g6-s1->s0, g7-s1->s2, g5-s2->s1, b8-s3->s1, y2-s4->s6, b1-s5->s3, b3-s1, y6-s1, y0-s2, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, 
9092: y6-s1->s2, g5-s2->s1, b8-s3->s1, y2-s4->s6, y0-s2, b1-s5->s3, g6-s0, b3-s1, g7-s2, y4-s4, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, 
9093: g5-s2->s1, g7-s2->s7, b1-s5->s3, g6-s0, b3-s1, y0-s2, b5-s1, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s3->s1, y6-s1->s2, y2-s4->s6, y4-s4, 
9094: b1-s5->s3, g6-s0, b5-s1, g5-s2->s1, y5-s1, y0-s2, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, y6-s1->s2, b3-s1->s3, g7-s2->s7, y2-s4->s6, y4-s4, 
9095: b5-s1, b3-s1->s3, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g6-s0, g5-s2->s1, g7-s2->s7, y2-s4->s6, b1-s5->s3, y0-s2, y4-s4, y6-s1->s2, 
9096: b1-s5->s3, g6-s0->s1, b3-s1->s3, y0-s2->s1, g7-s2->s7, b5-s1, y5-s1, y2-s4->s6, g8-s1, y6-s1->s2, y4-s4, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, 
9097: g6-s0->s1, y6-s1->s2, b3-s1->s3, y0-s2->s1, g7-s2->s7, y4-s4->s6, b1-s5->s3, b5-s1, y2-s6, y5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, 
9098: y2-s6, y0-s2->s1, g6-s0->s1, g7-s7, y6-s1->s2, b3-s1->s3, y4-s4->s6, b1-s5->s3, y5-s1, b5-s1, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, 
9099: y6-s1->s2, y5-s1->s5, y0-s2->s1, y2-s6->s4, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, b1-s3, g7-s7->s2, b3-s1->s3, b5-s1, y4-s4->s6, 
9100: y5-s1->s5, y0-s2->s1, y4-s4->s6, y2-s6->s4, g7-s7->s2, g8-s1, y6-s2, b3-s1->s3, g9-s1, b5-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, b1-s3, 
9101: b1-s3, b5-s1->s3, y0-s2->s1, y4-s4->s6, y2-s6->s4, g7-s7->s2, g8-s1, b3-s3, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y5-s5, y6-s2, 
9102: b3-s3, y5-s5, b5-s1->s3, y6-s2->s4, b1-s3->s1, y4-s4->s6, y2-s6->s4, g8-s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, g7-s7->s2, y0-s2->s1, 
9103: b1-s3->s1, y2-s6->s4, y6-s2->s4, y5-s5, g7-s7->s2, g9-s1, b3-s3, g8-s1->s0, b5-s1->s3, y0-s2->s1, y4-s4->s6, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, 
9104: g7-s2, b3-s3, y5-s5, g8-s1->s0, b5-s1->s3, y6-s2->s4, b1-s3->s1, y4-s4->s6, y2-s6->s4, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, 
9105: b1-s3->s1, y5-s5->s1, g9-s1, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y2-s6->s4, b5-s1->s3, y6-s2->s4, y4-s4->s6, g7-s2->s1, g8-s1->s0, b3-s3->s5, 
9106: g8-s0, y4-s4->s6, y5-s5->s1, y2-s6->s4, y8-s1, y6-s4, g9-s1->s2, b5-s1->s3, g7-s2->s1, b1-s3->s1, b3-s3->s5, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, 
9107: b5-s3, y4-s6, g9-s1->s2, g7-s2->s1, y2-s6->s4, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, y6-s4, b3-s3->s5, g8-s0, b1-s3->s1, 
9108: b3-s3->s5, y6-s4->s6, y2-s6->s4, g9-s1->s2, g7-s2->s1, b5-s3, y4-s6, g8-s0, y8-s1, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, 
9109: g9-s1->s2, g7-s2->s1, b3-s3->s5, y6-s4->s6, y2-s6->s4, g8-s0, y8-s1, b5-s3, y4-s6, b0-s1, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, 
9110: y2-s4, g9-s1->s2, g7-s2->s1, b3-s3->s5, y6-s4->s6, y4-s6->s4, g8-s0, b0-s1, y8-s1, b5-s3, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, 
9111: y2-s4, g9-s1->s2, g7-s2->s1, b3-s3->s5, y6-s4->s6, y4-s6->s4, g8-s0, b0-s1, y8-s1, b5-s3, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, 
9112: y2-s4, g9-s1->s2, g7-s2->s1, b3-s3->s5, y6-s4->s6, y4-s6->s4, g8-s0, b0-s1, y8-s1, b5-s3, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, 
9113: b0-s1->s0, g9-s1->s2, b3-s3->s5, y6-s4->s6, y4-s6->s4, y8-s1, b5-s3, y2-s4, g8-s0, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, 
9114: y4-s6->s4, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s0, g9-s2, b0-s1->s0, b3-s3->s5, y6-s4->s6, b5-s3, y2-s4, y8-s1->s2, 
9115: y2-s4->s2, y6-s4->s6, y4-s6->s4, y7-s1, b3-s5, g8-s0->s1, b0-s1->s0, y8-s1->s2, g9-s2->s7, b5-s3->s5, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, 
9116: y2-s4->s2, b0-s0, b3-s5, g8-s0->s1, y8-s1->s2, g9-s2->s7, b5-s3->s5, y6-s4->s6, y4-s6->s4, y7-s1, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, 
9117: g8-s0->s1, y7-s1->s5, b5-s3->s5, y2-s4->s2, b3-s5->s3, y4-s6->s4, b0-s0, g0-s1, y1-s1, y8-s1->s2, g9-s2->s7, y6-s4->s6, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, 
9118: y6-s6, y8-s1->s2, y7-s1->s5, g9-s2->s7, b5-s3->s5, y2-s4->s2, b3-s5->s3, y4-s6->s4, b0-s0, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9119: y2-s2, y8-s1->s2, g9-s2->s7, b5-s3->s5, b3-s5->s3, y4-s6->s4, b0-s0, y6-s6, y7-s5, g0-s1, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9120: y7-s5, g9-s7, y8-s1->s2, y2-s2->s1, b5-s3->s5, b3-s5->s3, y4-s6->s4, b0-s0, y1-s1, g0-s1, y6-s6, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9121: y7-s5, y1-s1, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, y6-s6->s4, b5-s3->s5, b0-s0, y4-s4, y8-s1->s2, y2-s2->s1, b3-s5->s3, g9-s7->s2, g0-s1, 
9122: b0-s0, y2-s2->s1, b5-s3->s5, b3-s5->s3, y6-s6->s4, g9-s7->s2, y1-s1, y8-s2, y4-s4, y7-s5, g0-s1->s2, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9123: y8-s2, y7-s5, y6-s6->s4, g9-s7->s2, b0-s0, y1-s1, y4-s4, g0-s1->s2, y2-s2->s1, b5-s3->s5, b3-s5->s3, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9124: y4-s4, y7-s5, g0-s1->s2, y2-s2->s1, y8-s2->s4, b3-s5->s3, y6-s6->s4, g9-s7->s2, b0-s0, g1-s1, b5-s5, y1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9125: y4-s4, y2-s2->s1, y8-s2->s4, b3-s5->s3, y6-s6->s4, g9-s7->s2, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, y7-s5, b5-s5, b0-s0->s1, g0-s1->s2, y1-s1, 
9126: y2-s2->s1, y8-s2->s4, y4-s4->s2, g9-s2, b3-s3, y7-s5, b0-s0->s1, g0-s1->s2, b5-s5, y1-s1, y6-s6->s4, g1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, 
9127: b3-s3, g0-s1->s2, y7-s5->s1, g1-s1, y1-s1, b2-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b5-s5, b0-s0->s1, y2-s2->s1, y8-s2->s4, y4-s4->s2, y6-s6->s4, g9-s2, 
9128: y7-s5->s1, b3-s3->s1, y8-s4, g0-s1->s2, y1-s1, b5-s5, y4-s4->s2, y6-s6->s4, g1-s1->s0, b2-s1, g9-s2->s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, 
9129: y8-s4, b5-s5, g1-s1->s0, g0-s1->s2, g9-s2->s1, b3-s3->s1, y4-s4->s2, y6-s6->s4, b2-s1, y1-s1, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, 
9130: y8-s4, g9-s2->s1, b3-s3->s1, y6-s6->s4, b5-s5, b2-s1, g0-s2, g1-s1->s0, y1-s1->s2, b7-s1, y4-s2, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, 
9131: y4-s2, y8-s4, y1-s1->s2, g9-s2->s1, g0-s2->s7, g1-s0, b2-s1, y6-s4, b7-s1, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b5-s5, b3-s3->s1, 
9132: g1-s0, b2-s1, y8-s4, g9-s2->s1, b3-s3->s1, b7-s1, y6-s4, y4-s2, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, y1-s1->s2, g0-s2->s7, b5-s5->s3, 
9133: g1-s0, b7-s1, y6-s4, b2-s1->s0, g9-s2->s1, g0-s2->s7, b3-s3->s1, y8-s4->s6, b5-s5->s3, g2-s1, y4-s2, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, y1-s1->s2, 
9134: b2-s1->s0, y1-s1->s2, g9-s2->s1, g0-s2->s7, y6-s4->s2, b5-s5->s3, g1-s0, b7-s1, y4-s2, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, y8-s4->s6, 
9135: y1-s1->s2, g9-s2->s1, g0-s2->s7, b5-s5->s3, b7-s1, y4-s2, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g1-s0, b2-s1->s0, y6-s4->s2, y8-s4->s6, 
9136: b7-s1, y1-s1->s2, y6-s4->s2, y8-s4->s6, g2-s1, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s0, g0-s7, y4-s2->s1, b5-s5->s3, b2-s0, 
9137: g2-s1, g1-s0->s1, y4-s2->s1, y8-s4->s6, b5-s5->s3, g0-s7->s2, b2-s0, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, y6-s4->s2, y1-s1->s2, b7-s1->s3, 
9138: g1-s0->s1, g2-s1->s2, b2-s0, b7-s1->s3, y8-s4->s6, g0-s7->s2, b4-s1, y1-s2, g3-s1, y6-s2, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, y4-s2->s1, b5-s5->s3, 
9139: y1-s2, g2-s1->s2, b7-s1->s3, y4-s2->s1, y8-s4->s6, b5-s5->s3, y6-s2, b2-s0, g0-s7->s2, b4-s1, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s0->s1, 
9140: y6-s2, g2-s1->s2, b7-s1->s3, y4-s2->s1, y1-s2->s4, y8-s4->s6, b5-s5->s3, g0-s7->s2, g3-s1, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s0->s1, b4-s1->s0, 
9141: b5-s3, b2-s0->s1, b4-s1->s0, y4-s2->s1, g3-s1, y6-s2, g4-s1, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, y8-s4->s6, b7-s1->s3, g0-s7->s2, y1-s2->s4, g2-s1->s2, 
9142: b7-s1->s3, y4-s2->s1, y1-s2->s4, y8-s4->s6, g4-s1, g0-s2, y6-s2, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s0->s1, b5-s3, b4-s1->s0, g2-s1->s2, g3-s1, 
9143: g2-s1->s2, y4-s2->s1, y1-s2->s4, b5-s3->s1, y8-s6, y6-s2, g0-s2, b7-s3, b4-s0, g4-s1, g3-s1->s0, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, 
9144: b7-s3, y1-s4, y8-s6, g3-s1->s0, y4-s2->s1, b5-s3->s1, b4-s0, y3-s1, y6-s2, b6-s1, g0-s2, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, g2-s1->s2, g4-s1, 
9145: b5-s3->s1, y3-s1, g2-s1->s2, b6-s1, g4-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s0->s1, g3-s1->s0, y6-s2->s1, b7-s3->s5, y1-s4->s6, g0-s2, y8-s6, 
9146: y1-s4->s6, g3-s0, y3-s1, y8-s6, b4-s0->s1, g2-s1->s2, y6-s2->s1, b5-s3->s1, b7-s3->s5, b6-s1, g4-s1, g0-s2, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, 
9147: g3-s0, g2-s2, b4-s0->s1, y6-s2->s1, b5-s3->s1, b7-s3->s5, y1-s4->s6, g0-s2, y8-s6->s4, g4-s1->s2, y3-s1, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, 
9148: g4-s1->s2, y6-s2->s1, g2-s2->s7, b5-s3->s1, b7-s3->s5, y1-s4->s6, y8-s6->s4, y3-s1, g0-s2, b6-s1, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s1, g3-s0, 
9149: g4-s1->s2, y6-s2->s1, g2-s2->s7, b7-s3->s5, y1-s4->s6, y8-s6->s4, g3-s0, b6-s1, y3-s1, g0-s2, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s1, b5-s1, 
9150: g3-s0->s1, g4-s1->s2, y6-s2->s1, g2-s2->s7, b7-s3->s5, y1-s4->s6, y9-s1, y3-s1, g0-s2, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s1, b5-s1, y8-s6->s4, b6-s1->s0, 
9151: g4-s1->s2, y6-s2->s1, g2-s2->s7, b7-s3->s5, y1-s4->s6, y8-s6->s4, y9-s1, b6-s1->s0, y3-s1, g0-s2, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s1, b5-s1, g3-s0->s1, 
9152: y1-s4->s6, y8-s6->s4, y9-s1, b9-s1, b8-s1, g5-s1, g6-s1, y0-s1, y5-s1, b1-s1, g7-s1, g8-s1, b0-s1, y2-s1, y7-s1, b3-s1, g9-s1, g1-s1, b2-s1, y4-s1, b4-s1, b5-s1, g3-s0->s1, b6-s1->s0, g4-s1->s2, y6-s2->s1, g2-s2->s7, b7-s3->s5, y3-s1, g0-s2, 
