0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
5: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, 
6: g0-s0->s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, 
7: g0-s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, 
8: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, 
9: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, g18-s0, g19-s7, y0-s1->s2, y1-s6->s4, y2-s5->s1, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
874: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0->s1, g7-s2, g8-s0, g9-s2->s7, g10-s1, g11-s1, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s5->s1, y3-s6, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s1->s0, b3-s3, b4-s3->s1, b5-s3, b6-s5->s3, b7-s3, b8-s5, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s3->s5, b15-s1->s3, b16-s3, b17-s1, b18-s3, b19-s0, 
875: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0, g9-s2->s7, g10-s1, g11-s1, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s1->s0, b3-s3, b4-s3->s1, b5-s3, b6-s5->s3, b7-s3, b8-s5, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s3->s5, b15-s1->s3, b16-s3, b17-s1, b18-s3, b19-s0->s1, 
876: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0, g9-s2->s7, g10-s1, g11-s1, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s1->s0, b3-s3, b4-s3->s1, b5-s3, b6-s5->s3, b7-s3, b8-s5, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s3->s5, b15-s1->s3, b16-s3, b17-s1, b18-s3, b19-s0->s1, 
877: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0, g9-s2->s7, g10-s1->s0, g11-s1, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s3->s1, b5-s3, b6-s5->s3, b7-s3, b8-s5, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s0->s1, 
878: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0->s1, g9-s7, g10-s1->s0, g11-s1, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s2->s1, y5-s4->s6, y6-s2, y7-s1->s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1, b5-s3, b6-s3, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s1, 
879: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0->s1, g9-s7, g10-s1->s0, g11-s1->s2, g12-s2, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s2->s1, y5-s4->s6, y6-s2, y7-s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s1, 
880: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s0->s1, g9-s7->s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s4->s6, y6-s2, y7-s2, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s1, 
881: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s7->s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s4->s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s1, 
882: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s7->s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s4->s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1->s0, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s1->s3, b18-s3, b19-s1, 
883: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s7->s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1->s0, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s3, b18-s3, b19-s1->s3, 
884: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s7->s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s6, y6-s2, y7-s2->s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s1->s0, b5-s3, b6-s3->s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s3, b18-s3, b19-s1->s3, 
885: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s1, y5-s6, y6-s2, y7-s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s3->s5, b17-s3, b18-s3, b19-s1->s3, 
886: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s1->s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1->s5, y5-s6, y6-s2, y7-s4, y8-s2, y9-s1, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1, b7-s3, b8-s5->s3, b9-s3, b10-s5, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s1->s3, 
887: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2, g12-s2->s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4, y4-s1->s5, y5-s6->s4, y6-s2, y7-s4, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1, b7-s3, b8-s3, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s1->s3, 
888: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2, g12-s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s1->s3, 
889: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2->s7, g12-s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1->s0, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
890: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2->s7, g12-s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0->s1, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1->s0, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
891: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2->s7, g12-s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0->s1, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s1->s0, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
892: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2->s7, g12-s1, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s0->s1, b1-s3, b2-s0, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
893: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s2->s7, g12-s1->s0, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1, b1-s3, b2-s0->s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s3->s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
894: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s7, g12-s1->s0, g13-s1, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s1->s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3, b2-s0->s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s3->s5, b19-s3, 
895: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0, g11-s7, g12-s1->s0, g13-s1->s2, g14-s2, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s2->s1, y7-s4->s6, y8-s2, y9-s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3->s5, b2-s0->s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s1, b9-s3, b10-s5->s3, b11-s3, b12-s5, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
896: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0->s1, g11-s7->s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s1, y7-s4->s6, y8-s2, y9-s2, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3->s5, b2-s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s1->s0, b9-s3, b10-s3, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
897: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0->s1, g11-s7->s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5, y5-s4, y6-s1, y7-s4->s6, y8-s2, y9-s2->s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3->s5, b2-s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s1->s0, b9-s3, b10-s3, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
898: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s0->s1, g11-s7->s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4, y6-s1, y7-s6, y8-s2, y9-s2->s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3->s5, b2-s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s1->s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
899: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s1, g11-s7->s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s5->s1, y5-s4->s2, y6-s1->s5, y7-s6, y8-s2, y9-s2->s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s1->s3, b1-s3->s5, b2-s1, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
900: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s1, g11-s7->s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s1->s5, y7-s6, y8-s2, y9-s2->s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s3, b1-s3->s5, b2-s1->s3, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
901: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6, y8-s2, y9-s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s3, b1-s3->s5, b2-s1->s3, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
902: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0, g13-s1->s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6, y8-s2, y9-s4, y10-s2, y11-s1, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s3, b1-s3->s5, b2-s1->s3, b3-s3, b4-s0, b5-s3, b6-s0, b7-s3, b8-s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
903: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s1, g7-s2, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0, g13-s2, g14-s2->s1, g15-s1, g16-s2, g17-s1, g18-s2, g19-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s2, y6-s5, y7-s6, y8-s2, y9-s4, y10-s2, y11-s1->s2, y12-s2, y13-s1, y14-s2, y15-s1, y16-s2, y17-s1, y18-s2, y19-s1, b0-s3, b1-s3->s5, b2-s1->s3, b3-s3, b4-s0->s1, b5-s3, b6-s0, b7-s3, b8-s0, b9-s3, b10-s3->s1, b11-s3, b12-s5->s3, b13-s3, b14-s5, b15-s3, b16-s5, b17-s3, b18-s5, b19-s3, 
